0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,5,5,4,3,2,2,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,3,7,15,27,41,55,65,67,61,50,37,22,11,4,1,0,0,0,0
0,0,0,0,0,0,1,2,4,12,25,46,72,102,128,145,149,139,116,88,57,31,13,3,1,0,0,0
0,0,0,0,0,1,2,5,13,29,54,87,121,152,175,188,191,185,169,137,100,61,29,10,1,0,0,0
0,0,0,0,0,1,3,11,27,53,88,126,156,175,186,187,188,190,186,168,135,94,52,20,3,0,0,0
0,0,0,0,0,2,7,22,47,82,122,154,171,174,166,155,151,156,168,173,159,122,78,34,7,0,0,0
0,0,0,0,0,3,14,38,72,114,149,168,166,151,127,109,99,105,129,156,165,144,102,50,12,0,0,0
0,0,0,0,1,7,26,58,100,140,164,165,145,114,85,63,52,60,90,130,159,156,121,67,18,0,0,0
0,0,0,0,1,14,41,83,128,159,167,148,111,76,47,30,25,35,63,108,149,161,134,80,24,1,0,0
0,0,0,0,3,23,61,108,149,168,157,119,75,42,22,13,13,23,50,95,140,159,139,89,30,1,0,0
0,0,0,0,5,36,82,131,163,166,135,86,44,19,9,6,7,18,48,92,138,158,138,90,32,1,0,0
0,0,0,0,8,50,103,150,170,154,108,57,23,9,5,4,6,20,53,100,142,156,132,85,32,1,0,0
0,0,0,0,13,66,121,162,169,136,83,36,12,4,3,4,10,31,68,115,149,152,122,75,27,1,0,0
0,0,0,0,18,78,134,169,164,120,65,25,8,4,4,8,22,51,94,135,155,143,106,60,20,1,0,0
0,0,0,0,23,86,141,170,159,111,57,23,10,7,11,23,47,85,125,153,154,126,86,43,12,1,0,0
0,0,0,0,25,85,140,170,160,115,66,34,22,23,34,56,88,124,152,159,139,101,61,27,7,0,0,0
0,0,0,0,23,77,131,167,168,139,97,66,56,61,79,105,134,157,163,145,111,73,38,13,3,0,0,0
0,0,0,0,18,61,113,158,179,173,151,127,118,123,137,156,168,167,148,114,77,43,18,5,1,0,0,0
0,0,0,0,10,40,85,133,172,195,198,190,183,181,183,182,169,144,110,73,42,19,6,2,0,0,0,0
0,0,0,0,4,20,50,90,133,170,195,204,202,196,181,157,127,92,60,34,15,6,2,0,0,0,0,0
0,0,0,0,1,5,17,39,69,100,127,144,146,135,114,87,60,38,20,9,3,1,0,0,0,0,0,0
0,0,0,0,0,1,2,5,11,19,27,34,36,34,28,19,12,6,3,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
