0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,3,7,13,21,30,35,35,31,24,17,12,7,3,1,1,0,0,0
0,0,0,0,0,0,1,2,5,11,23,42,68,97,121,136,139,129,106,78,52,32,17,8,4,1,0,0
0,0,0,0,0,1,3,7,17,35,62,97,133,162,180,188,186,176,154,123,90,59,35,19,8,3,1,0
0,0,0,0,1,2,7,18,36,64,99,136,161,172,167,160,154,152,150,135,109,78,50,28,13,4,1,0
0,0,0,0,1,5,12,28,53,87,123,148,155,139,115,99,98,110,130,135,116,87,59,34,16,5,1,0
0,0,0,0,2,6,16,34,64,101,133,144,130,97,68,58,69,96,126,136,119,89,57,32,15,5,1,0
0,0,0,0,2,7,18,38,68,104,133,137,116,79,54,54,77,113,140,138,111,78,47,25,11,4,1,0
0,0,0,0,2,6,17,35,64,101,130,139,124,93,73,84,115,145,151,128,92,57,32,16,7,3,1,0
0,0,0,0,1,4,12,27,52,87,121,143,147,132,121,137,161,165,140,100,62,34,17,9,4,1,0,0
0,0,0,0,1,2,8,18,36,67,103,142,171,178,177,188,185,154,108,65,35,18,9,4,2,1,0,0
0,0,0,0,0,1,4,11,23,48,86,136,183,208,213,208,175,121,72,40,21,11,6,3,1,0,0,0
0,0,0,0,0,1,3,8,19,43,84,138,189,214,212,192,150,97,56,32,18,10,5,2,1,0,0,0
0,0,0,0,0,1,4,10,27,57,102,152,187,190,178,160,129,91,58,36,21,12,7,3,1,0,0,0
0,0,0,0,0,2,7,20,44,84,129,162,168,148,135,128,116,93,66,44,26,15,9,4,1,0,0,0
0,0,0,0,1,4,13,33,67,110,144,152,131,105,98,109,110,96,74,50,31,17,10,5,1,0,0,0
0,0,0,0,1,7,20,47,85,124,142,128,99,77,82,100,110,100,79,55,34,19,11,5,1,0,0,0
0,0,0,0,1,9,26,57,94,126,134,115,92,80,91,109,116,105,82,57,34,19,10,3,0,0,0,0
0,0,0,0,1,9,29,59,95,126,138,133,123,121,128,133,128,108,81,53,31,15,7,2,0,0,0,0
0,0,0,0,1,8,26,53,88,123,152,170,178,177,172,157,133,101,68,40,21,10,4,1,0,0,0,0
0,0,0,0,0,4,16,37,65,100,135,166,185,185,167,139,104,70,42,22,11,5,2,0,0,0,0,0
0,0,0,0,0,1,5,14,29,49,70,89,101,101,88,67,46,27,14,7,3,1,1,0,0,0,0,0
0,0,0,0,0,0,1,1,2,4,6,8,9,9,9,8,5,3,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
