0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,2,2,2,3,3,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,3,6,10,14,19,23,26,28,30,30,30,29,25,20,15,10,6,3,1,0,0,0,0
0,0,1,3,8,16,28,41,56,72,85,96,103,109,111,112,113,108,95,76,51,29,14,6,1,0,0,0
0,1,3,9,19,36,56,81,107,133,155,169,178,182,184,185,187,182,166,133,91,53,26,10,2,0,0,0
0,1,5,13,28,48,73,103,132,159,176,184,183,178,176,179,188,196,189,158,110,64,30,10,2,0,0,0
0,1,5,13,26,45,68,95,120,138,144,138,125,115,110,118,143,175,183,159,108,60,27,8,1,0,0,0
0,1,4,9,19,33,52,72,90,100,95,79,62,52,50,66,109,159,178,149,96,49,19,5,0,0,0,0
0,0,2,6,12,23,36,52,65,67,56,38,23,18,23,50,110,165,175,134,77,35,12,3,0,0,0,0
0,0,1,3,8,16,25,37,45,43,32,17,9,8,21,63,133,179,167,114,58,24,8,2,1,0,0,0
0,0,0,2,5,11,18,25,30,26,18,11,9,12,35,94,163,187,154,93,43,18,7,3,1,0,0,0
0,0,0,1,3,7,13,17,19,18,16,15,16,27,63,132,185,183,132,73,34,16,7,3,1,0,0,0
0,0,0,1,2,4,8,10,12,15,17,19,26,47,100,163,190,161,103,54,25,13,7,3,1,0,0,0
0,0,0,0,1,2,4,6,9,12,15,21,35,72,133,178,176,130,75,36,17,8,4,2,1,0,0,0
0,0,0,0,1,1,2,3,5,8,13,24,50,100,152,175,149,97,51,23,11,5,2,1,0,0,0,0
0,0,0,0,0,0,1,2,3,7,15,33,71,121,159,157,118,70,35,15,7,2,1,0,0,0,0,0
0,0,0,0,0,0,1,1,4,10,24,52,93,134,151,132,92,53,25,11,4,1,1,0,0,0,0,0
0,0,0,0,0,0,1,3,8,19,40,73,109,135,135,110,74,42,20,9,3,1,0,0,0,0,0,0
0,0,0,0,0,1,3,7,15,32,58,89,115,127,118,93,62,36,17,8,3,1,0,0,0,0,0,0
0,0,0,0,1,2,5,12,24,45,71,97,113,115,102,78,52,32,16,7,3,1,0,0,0,0,0,0
0,0,0,0,1,3,7,17,32,53,77,95,104,101,87,66,45,28,14,7,3,1,0,0,0,0,0,0
0,0,0,0,1,2,7,17,32,49,67,80,84,81,68,53,37,23,13,7,3,1,0,0,0,0,0,0
0,0,0,0,0,1,4,10,17,25,35,43,46,44,38,30,21,14,8,4,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,2,3,4,5,5,6,6,4,3,2,1,0,0,0,0,0,0,0,0
