0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,4,7,10,11,12,10,8,5,3,2,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,2,7,15,30,51,77,99,109,103,83,59,35,18,8,3,1,0,0,0,0
0,0,0,0,0,0,1,4,12,27,54,92,135,172,194,199,188,158,116,74,42,20,7,2,0,0,0,0
0,0,0,0,0,1,5,13,32,64,111,157,184,189,181,174,172,162,137,97,59,30,12,3,1,0,0,0
0,0,0,0,1,4,12,28,61,110,156,175,161,127,100,96,115,137,138,110,69,35,14,4,1,0,0,0
0,0,0,0,2,8,20,47,94,144,167,147,99,57,40,54,93,135,148,124,77,37,14,4,1,0,0,0
0,0,0,0,4,12,30,68,120,157,150,102,52,27,29,58,110,159,168,133,79,35,13,3,1,0,0,0
0,0,0,1,5,16,38,82,132,155,128,76,41,36,54,95,150,189,180,129,68,28,9,2,0,0,0,0
0,0,0,1,6,18,43,88,133,148,122,84,69,78,105,145,189,209,176,111,51,19,6,2,0,0,0,0
0,0,0,1,6,17,41,82,125,143,133,117,115,127,148,175,206,210,159,86,35,13,4,1,0,0,0,0
0,0,0,1,5,14,33,66,107,133,139,138,140,143,150,174,205,195,132,62,24,9,4,1,0,0,0,0
0,0,0,0,3,10,22,45,76,102,118,121,119,115,127,165,195,172,106,46,19,7,3,1,0,0,0,0
0,0,0,0,1,5,12,25,42,59,71,74,74,80,110,158,176,143,83,37,16,7,3,1,0,0,0,0
0,0,0,0,1,2,6,11,18,26,32,37,43,65,109,149,153,117,68,33,15,7,3,1,0,0,0,0
0,0,0,0,0,1,2,4,7,9,13,20,37,69,113,137,129,96,58,31,15,7,3,1,0,0,0,0
0,0,0,0,0,1,1,2,3,5,11,23,47,82,114,122,108,83,52,29,14,7,3,1,1,0,0,0
0,0,0,0,0,1,1,2,4,8,18,36,62,92,109,106,94,74,48,28,14,7,3,1,1,0,0,0
0,0,0,0,0,0,1,2,7,15,29,50,75,94,100,93,83,67,45,27,15,8,4,2,1,0,0,0
0,0,0,0,0,1,2,5,11,22,39,60,79,89,90,81,75,62,44,28,16,8,4,2,1,0,0,0
0,0,0,0,0,1,3,7,14,26,44,61,74,78,76,70,66,56,41,27,16,9,4,2,0,0,0,0
0,0,0,0,0,1,3,6,12,22,36,47,56,56,53,50,47,40,30,20,12,6,3,1,0,0,0,0
0,0,0,0,0,0,1,1,3,5,9,14,17,17,15,14,15,12,9,6,4,2,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
